id,Class,BreedCount,Eyes,specialGenes,Ears,specialGenes,Back,specialGenes,Mouth,specialGenes,Horn,specialGenes,Tail,specialGenes,Date,Price,PriceUSD
9554305,Beast,0,chubby,,puppy,,ronin,,toothless-bite,,imp,,nut-cracker,,2024-01-06 18:58:21,0.0016,3.608064
2935746,Bird,4,mavis,,early-bird,,pigeon-post,,little-owl,,kestrel,,the-last-one,,2024-01-06 18:58:18,0.00223,5.0287392
2201417,Beast,2,chubby,,puppy,,ronin,,toothless-bite,,imp,,nut-cracker,,2024-01-06 18:58:33,0.001407977167971385,3.175044832862192
10670663,Dusk,0,clear,,early-bird,,pumpkin,,catfish,,incisor,,thorny-caterpillar,,2024-01-06 18:59:24,0.0015,3.381135
11955503,Dusk,2,clear,,nimo,,spiky-wing,,razor-bite,,scaly-spear,,cottontail,,2024-01-06 18:59:42,0.005675401234567902,12.77430660679013
7238066,Aquatic,0,clear,,inkling,,goldfish,,risky-fish,,oranda,,koi,,2024-01-06 19:00:03,0.0015,3.37623
11847728,Reptile,1,chubby,,small-frill,,green-thorns,,mosquito,,imp,,grass-snake,,2024-01-06 19:00:00,0.007,15.75574
7877832,Aquatic,3,clear,,inkling,,goldfish,,lam,,shoal-star,,nimo,,2024-01-06 19:00:30,0.0015,3.37623
10105159,Bird,1,mavis,,early-bird,,pigeon-post,,risky-fish,,eggshell,,hare,,2024-01-06 19:00:54,0.0039,8.77461
9152854,Bird,4,mavis,,peace-maker,,pigeon-post,,doubletalk,,pliers,,post-fight,,2024-01-06 19:01:03,0.0028,6.29972
4228154,Plant,0,tricky,,clover,,pumpkin,,serious,,rose-bud,,carrot,,2024-01-06 19:01:51,0.0014,3.151806
9780275,Mech,0,clear,,sidebarb,,hero,,axie-kiss,,dual-blade,,cloud,,2024-01-06 19:02:24,0.00165,3.7146285
11912262,Aquatic,0,kotaro,,bubblemaker,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 19:02:30,0.002869,6.45895101
6722856,Aquatic,3,telescope,,bubblemaker,,goldfish,,lam,,teal-shell,,nimo,,2024-01-06 19:04:15,0.001849,4.16176618
11840247,Bug,3,topaz,,innocent-lamb,,indian-star,,square-teeth,,pliers,,nimo,,2024-01-06 19:04:30,0.0074,16.656068
1176073,Bug,2,telescope,,nimo,,goldfish,,lam,,wing-horn,,wall-gecko,,2024-01-06 19:04:18,0.002299,5.17463518
10231055,Plant,0,papi,,nyan,,bidens,,peace-maker,,cactus,,hot-butt,,2024-01-06 19:04:39,0.002775239166766431,6.246563821341218
11779648,Dusk,0,little-owl,,inkling,,raven,,doubletalk,,parasite,,cottontail,,2024-01-06 19:04:33,0.0035,7.87787
11932350,Dawn,3,sleepless,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 19:05:39,0.01409,31.7140538
4306049,Reptile,5,chubby,,nyan,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:06:00,0.0024,5.39976
7206791,Dusk,3,neo,,earwing,,garish-worm,,tiny-turtle,,watermelon,,grass-snake,,2024-01-06 19:05:54,0.002,4.4998
10634423,Bug,2,clear,,sakura,,bone-sail,,herbivore,,unko,,fish-snack,,2024-01-06 19:06:03,0.002299,5.1725201
11760918,Dawn,0,little-peas,,innocent-lamb,,pumpkin,,silence-whisper,,teal-shell,,cottontail,,2024-01-06 19:06:27,0.016,35.9984
541623,Reptile,2,little-owl,,pogona,,snail-shell,,goda,,incisor,,rice,,2024-01-06 19:07:15,0.00342,7.6778316
6444197,Plant,0,papi,,clover,,bidens,,serious,,rose-bud,,carrot,,2024-01-06 19:07:09,0.0039,8.755422
10481194,Mech,0,mavis,,curly,,hero,,tiny-turtle,,dual-blade,,hare,,2024-01-06 19:07:33,0.0017,3.816466
4266492,Aquatic,3,telescope,,gill,,goldfish,,risky-fish,,shoal-star,,navaga,,2024-01-06 19:07:27,0.00165,3.704217
11954198,Dusk,0,telescope,,gill,,scarab,,catfish,,beech,,cottontail,,2024-01-06 19:07:39,0.008,17.95984
10836435,Mech,3,robin,,curly,,hero,,nut-cracker,,dual-blade,,hare,,2024-01-06 19:08:00,0.0024,5.39172
4904447,Plant,5,papi,,hollow,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 19:08:18,0.002167652558543906,4.869739855396812
825564,Plant,2,papi,,clover,,turnip,,zigzag,,beech,,gravel-ant,,2024-01-06 19:08:48,0.001695807291648328,3.809715871052551
9160033,Beast,0,robin,,small-frill,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 19:08:45,0.0023,5.167065
4392767,Reptile,4,blossom,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:09:15,0.001909969176460478,4.287842601770244
11620477,Dusk,3,neo,,swirl,,snail-shell,,doubletalk,,parasite,,fish-snack,,2024-01-06 19:09:12,0.005,11.2249
9345666,Beast,0,chubby,,bubblemaker,,jaguar,,nut-cracker,,dual-blade,,hare,,2024-01-06 19:09:54,0.0022,4.938032
9218683,Bird,3,mavis,,early-bird,,pigeon-post,,little-owl,,watermelon,,post-fight,,2024-01-06 19:10:45,0.0014,3.142384
7906873,Plant,3,mavis,,tassels,,snail-shell,,cute-bunny,,antenna,,thorny-caterpillar,,2024-01-06 19:10:42,0.0017,3.815752
11951450,Aquatic,0,blossom,,lotus,,kingfisher,,confident,,shoal-star,,gravel-ant,,2024-01-06 19:11:00,0.003,6.73494
2937063,Bird,0,mavis,,pink-cheek,,raven,,little-owl,,eggshell,,granmas-fan,,2024-01-06 19:11:36,0.00155,3.479719
5126946,Bird,1,mavis,,peace-maker,,cupid,,little-owl,,eggshell,,the-last-one,,2024-01-06 19:12:00,0.00155,3.4828035
11956252,Dawn,3,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 19:12:12,0.0109,24.491973
11614365,Reptile,1,gecko,,small-frill,,green-thorns,,silence-whisper,,scaly-spear,,gerbil,,2024-01-06 19:12:39,0.00437,9.8192589
4159024,Bird,3,mavis,,owl,,cupid,,little-owl,,kestrel,,swallow,,2024-01-06 19:12:51,0.00132,2.9660004
5937554,Reptile,2,gecko,,swirl,,furball,,kotaro,,cerastes,,iguana,,2024-01-06 19:13:48,0.00132,2.963268
4228233,Bird,0,mavis,,pink-cheek,,cupid,,little-owl,,incisor,,granmas-fan,,2024-01-06 19:14:03,0.0014,3.14286
804944,Aquatic,2,lucas,,tassels,,hero,,lam,,teal-shell,,carrot,,2024-01-06 19:14:00,0.003,6.7347
4679505,Bird,0,mavis,,early-bird,,raven,,lam,,trump,,the-last-one,,2024-01-06 19:14:21,0.0014,3.14286
7584934,Plant,0,papi,,rosa,,pumpkin,,herbivore,,unko,,carrot,,2024-01-06 19:14:51,0.0015,3.36957
762818,Plant,0,confused,,lotus,,perch,,kotaro,,cactus,,hot-butt,,2024-01-06 19:15:27,0.0014,3.144932
11877096,Dusk,4,confused,,leaf-bug,,garish-worm,,doubletalk,,pliers,,hot-butt,,2024-01-06 19:15:18,0.0099,22.239162
858842,Plant,2,bookworm,,bubblemaker,,blue-moon,,zigzag,,rose-bud,,shiba,,2024-01-06 19:15:15,0.001197,2.68891686
11862567,Reptile,1,telescope,,small-frill,,green-thorns,,risky-fish,,dual-blade,,cottontail,,2024-01-06 19:15:48,0.0032,7.182272
862335,Plant,2,tricky,,clover,,ronin,,nut-cracker,,trump,,carrot,,2024-01-06 19:16:12,0.001197,2.68661862
11717104,Bird,2,gero,,owl,,tri-feather,,little-owl,,feather-spear,,feather-fan,,2024-01-06 19:17:00,0.006,13.4694
9760378,Bug,4,scar,,larva,,sandal,,pincer,,parasite,,fish-snack,,2024-01-06 19:17:42,0.004057871206526738,9.109515071531874
10185812,Aquatic,2,sleepless,,inkling,,anemone,,goda,,anemone,,nimo,,2024-01-06 19:18:18,0.0025804557393909,5.791729688833299
11949821,Bird,4,mavis,,pink-cheek,,tri-feather,,peace-maker,,eggshell,,the-last-one,,2024-01-06 19:18:45,0.01329,29.8288734
10984384,Mech,0,neo,,pink-cheek,,hero,,axie-kiss,,dual-blade,,hare,,2024-01-06 19:18:48,0.002,4.48804
10432744,Plant,3,papi,,rosa,,bidens,,serious,,cactus,,carrot,,2024-01-06 19:19:15,0.0014,3.141628
1029493,Plant,1,papi,,clover,,pumpkin,,zigzag,,cactus,,hatsune,,2024-01-06 19:19:15,0.003,6.73206
9399839,Plant,0,papi,,clover,,sandal,,serious,,leaf-bug,,carrot,,2024-01-06 19:19:33,0.0014,3.141628
3230502,Plant,3,confused,,hollow,,pumpkin,,serious,,rose-bud,,carrot,,2024-01-06 19:20:09,0.0014,3.140732
11936761,Aquatic,0,sleepless,,nimo,,sandal,,piranha,,oranda,,nimo,,2024-01-06 19:20:09,0.01269,28.4684922
4278013,Plant,0,papi,,clover,,pumpkin,,serious,,beech,,carrot,,2024-01-06 19:20:24,0.0014,3.140732
7388794,Aquatic,3,gero,,seaslug,,goldfish,,risky-fish,,shoal-star,,koi,,2024-01-06 19:20:21,0.00136,3.0509968
11836349,Bug,4,blossom,,leafy,,buzz-buzz,,piranha,,bamboo-shoot,,shrimp,,2024-01-06 19:21:03,0.004,8.96816
10413535,Aquatic,3,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:21:21,0.0022,4.932488
11939998,Mech,2,sleepless,,nimo,,sandal,,square-teeth,,shoal-star,,nimo,,2024-01-06 19:21:15,0.00809,18.1381036
10976243,Aquatic,2,gero,,larva,,scarab,,risky-fish,,arco,,nimo,,2024-01-06 19:21:30,0.0036,8.071344
1356415,Plant,2,papi,,clover,,pumpkin,,serious,,cactus,,hot-butt,,2024-01-06 19:21:24,0.0014,3.138856
9704534,Aquatic,3,clear,,inkling,,sandal,,risky-fish,,oranda,,nimo,,2024-01-06 19:21:48,0.002653815977573394,5.949961574358652
7387904,Reptile,4,tricky,,innocent-lamb,,red-ear,,mosquito,,scaly-spear,,hatsune,,2024-01-06 19:22:03,0.01,22.4149
766455,Plant,3,nerdy,,earwing,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 19:22:30,0.0014,3.138086
10287188,Beast,0,little-peas,,nut-cracker,,ronin,,goda,,dual-blade,,cottontail,,2024-01-06 19:22:30,0.00248,5.5588952
11956251,Dawn,2,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 19:22:24,0.01149,25.7547201
11927945,Bird,5,confused,,swirl,,garish-worm,,silence-whisper,,parasite,,nimo,,2024-01-06 19:22:24,0.12,268.9788
11827168,Dusk,3,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 19:22:51,0.0065,14.569685
9744780,Plant,0,papi,,hollow,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 19:22:48,0.0014,3.138086
7794315,Plant,3,papi,,lotus,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 19:23:00,0.0014,3.141628
9005202,Aquatic,0,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:22:57,0.0024,5.385648
11768094,Reptile,4,gecko,,small-frill,,green-thorns,,kotaro,,scaly-spoon,,tiny-dino,,2024-01-06 19:22:54,0.004917547361111112,11.03507462928056
11929950,Dawn,0,sleepless,,nimo,,sandal,,piranha,,oranda,,nimo,,2024-01-06 19:23:36,0.0149,33.435898
11470322,Beast,0,little-peas,,zen,,anemone,,confident,,imp,,shiba,,2024-01-06 19:23:36,0.0075,16.83015
148504,Plant,1,scar,,pink-cheek,,red-ear,,peace-maker,,teal-shell,,hatsune,,2024-01-06 19:23:33,0.004,8.97608
6737523,Plant,3,papi,,lotus,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 19:23:57,0.0014,3.138086
6360926,Reptile,2,scar,,rosa,,watering-can,,tiny-turtle,,pliers,,grass-snake,,2024-01-06 19:24:33,0.001839999999999999,4.124341599999998
406896,Plant,2,robin,,leafy,,shiitake,,serious,,cactus,,yam,,2024-01-06 19:25:09,0.002,4.48676
7692772,Plant,0,zeal,,lotus,,pumpkin,,serious,,scaly-spear,,gravel-ant,,2024-01-06 19:25:12,0.0014,3.140732
7991550,Plant,0,confused,,lotus,,sandal,,serious,,leaf-bug,,carrot,,2024-01-06 19:25:30,0.0014,3.140732
1685871,Plant,2,telescope,,earwing,,watering-can,,serious,,beech,,fish-snack,,2024-01-06 19:25:51,0.0014,3.139654
5377971,Plant,0,confused,,nimo,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 19:25:48,0.00145,3.2517845
9367927,Plant,0,papi,,clover,,bidens,,zigzag,,strawberry-shortcake,,hot-butt,,2024-01-06 19:26:42,0.003,6.72783
3321630,Aquatic,1,telescope,,gill,,goldfish,,kotaro,,cuckoo,,nimo,,2024-01-06 19:26:39,0.00138,3.0948018
11761844,Dusk,0,nerdy,,small-frill,,green-thorns,,square-teeth,,scaly-spoon,,potato-leaf,,2024-01-06 19:26:36,0.00335,7.5127435
372069,Plant,3,cucumber-slice,,hollow,,pumpkin,,kotaro,,beech,,cattail,,2024-01-06 19:26:57,0.003,6.72855
11743232,Reptile,0,gecko,,small-frill,,hermit,,tiny-turtle,,unko,,cattail,,2024-01-06 19:26:48,0.0058,13.00853
11798690,Reptile,0,gecko,,small-frill,,green-thorns,,lam,,watermelon,,grass-snake,,2024-01-06 19:27:00,0.004,8.9714
4380389,Aquatic,0,sleepless,,belieber,,goldfish,,risky-fish,,anemone,,nimo,,2024-01-06 19:27:21,0.001282117743055556,2.875597780012154
5147772,Plant,1,papi,,hollow,,pumpkin,,zigzag,,watermelon,,yam,,2024-01-06 19:28:00,0.002,4.4857
8738288,Aquatic,0,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:27:48,0.0024,5.38284
9696701,Bird,0,little-owl,,inkling,,balloon,,peace-maker,,eggshell,,gila,,2024-01-06 19:28:15,0.0015,3.364275
11952748,Bird,4,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 19:28:06,0.013014351851851852,29.189239050925927
11929133,Aquatic,5,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 19:28:24,0.0233,52.258405
7063054,Plant,0,chubby,,lotus,,pumpkin,,nut-cracker,,oranda,,cottontail,,2024-01-06 19:28:36,0.0014,3.13999
11318002,Plant,2,gecko,,hollow,,sandal,,goda,,beech,,cattail,,2024-01-06 19:29:12,0.007,15.69827
11902889,Beast,3,chubby,,small-frill,,green-thorns,,razor-bite,,dual-blade,,grass-snake,,2024-01-06 19:29:09,0.00802229938271605,17.99088881867284
11956284,Mech,3,sleepless,,nimo,,sandal,,square-teeth,,trump,,nimo,,2024-01-06 19:29:03,0.014532402777777778,32.590511793472224
2039540,Plant,1,confused,,ear-breathing,,pumpkin,,little-owl,,clamshell,,iguana,,2024-01-06 19:29:51,0.001372650811962044,3.07864987360907
10074842,Aquatic,1,clear,,inkling,,risky-beast,,risky-fish,,caterpillars,,nimo,,2024-01-06 19:30:15,0.002,4.4857
2881370,Plant,2,blossom,,lotus,,pumpkin,,herbivore,,teal-shell,,tadpole,,2024-01-06 19:30:33,0.005,11.21425
9049874,Plant,0,blossom,,clover,,garish-worm,,serious,,leaf-bug,,carrot,,2024-01-06 19:30:21,0.0014,3.13999
7026617,Dusk,0,clear,,bubblemaker,,timber,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:30:45,0.0016,3.58856
5377638,Dusk,0,clear,,bubblemaker,,snail-shell,,goda,,lagging,,thorny-caterpillar,,2024-01-06 19:30:36,0.00155,3.4764175
8976669,Mech,0,little-owl,,gill,,hero,,axie-kiss,,dual-blade,,feather-fan,,2024-01-06 19:31:12,0.001876767144965148,4.207036302839674
5918811,Reptile,4,robin,,belieber,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:31:06,0.001809999999999999,4.057368399999998
1183374,Bird,4,tricky,,early-bird,,pigeon-post,,little-owl,,kestrel,,post-fight,,2024-01-06 19:31:54,0.00173,3.8784524
11910744,Reptile,3,gecko,,sidebarb,,green-thorns,,tiny-turtle,,scaly-spoon,,gila,,2024-01-06 19:31:54,0.0095,21.29786
7103754,Aquatic,2,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:32:30,0.0024,5.380512
11949606,Dusk,4,gero,,seaslug,,timber,,catfish,,scaly-spear,,navaga,,2024-01-06 19:33:00,0.002696813841197226,6.044234021583283
11914988,Dawn,4,bookworm,,nimo,,anemone,,piranha,,anemone,,nimo,,2024-01-06 19:33:54,0.009164824074074075,20.55285117203704
6078067,Aquatic,2,robin,,inkling,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 19:35:48,0.001559229756944445,3.497118460362848
1575382,Reptile,4,tricky,,friezard,,bone-sail,,pincer,,incisor,,thorny-caterpillar,,2024-01-06 19:36:06,0.004,8.9714
11937861,Aquatic,4,gero,,nimo,,sponge,,square-teeth,,shoal-star,,nimo,,2024-01-06 19:36:45,0.02389,53.5585132
11930745,Mech,3,sleepless,,seaslug,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:37:00,0.01979,44.3668052
3928750,Beast,4,chubby,,puppy,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 19:37:51,0.0017,3.812318
6840946,Dusk,3,little-owl,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:37:57,0.0017,3.812318
11620869,Reptile,4,neo,,beetle-spike,,garish-worm,,kotaro,,scaly-spoon,,tiny-dino,,2024-01-06 19:38:51,0.0038,8.5348
4326482,Plant,6,confused,,clover,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 19:38:48,0.002029041503344613,4.557227216512001
8521909,Dusk,2,sleepless,,tiny-fan,,tri-spikes,,tiny-turtle,,incisor,,thorny-caterpillar,,2024-01-06 19:39:12,0.001644,3.692424
11054376,Aquatic,0,gero,,gill,,anemone,,lam,,anemone,,nimo,,2024-01-06 19:39:00,0.002,4.492
4912045,Aquatic,0,clear,,inkling,,sponge,,risky-fish,,oranda,,nimo,,2024-01-06 19:39:15,0.0018,4.0428
11511498,Reptile,2,gecko,,lotus,,green-thorns,,kotaro,,scaly-spoon,,yam,,2024-01-06 19:39:45,0.003189444617285496,7.165629538316805
5793908,Reptile,4,gero,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:40:42,0.0018,4.044006
10255750,Aquatic,3,clear,,bubblemaker,,spiky-wing,,risky-fish,,pliers,,koi,,2024-01-06 19:40:33,0.01,22.4667
9316482,Beast,4,telescope,,nyan,,ronin,,little-owl,,arco,,cottontail,,2024-01-06 19:43:30,0.00199,4.4681271
11631198,Dawn,0,papi,,clover,,blue-moon,,pincer,,scaly-spoon,,twin-tail,,2024-01-06 19:43:27,0.0085,19.084965
11926990,Aquatic,0,nerdy,,curved-spine,,buzz-buzz,,lam,,bamboo-shoot,,ant,,2024-01-06 19:43:36,0.001789999999999999,4.019069099999998
11869886,Plant,0,gecko,,curved-spine,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 19:44:03,0.0055,12.34618
8973934,Aquatic,3,gero,,inkling,,garish-worm,,piranha,,shoal-star,,shrimp,,2024-01-06 19:44:24,0.002849372817460318,6.396158125722223
10733683,Plant,2,papi,,sakura,,watering-can,,zigzag,,pliers,,cattail,,2024-01-06 19:45:18,0.01,22.4476
11242716,Plant,2,topaz,,sakura,,turnip,,goda,,beech,,cattail,,2024-01-06 19:45:39,0.017,38.16092
2796709,Aquatic,3,clear,,inkling,,goldfish,,risky-fish,,eggshell,,koi,,2024-01-06 19:45:36,0.002,4.48952
11938691,Dawn,3,sleepless,,nimo,,sandal,,piranha,,trump,,nimo,,2024-01-06 19:47:06,0.01375,30.8922625
6634965,Reptile,0,chubby,,risky-bird,,snail-shell,,kotaro,,lagging,,thorny-caterpillar,,2024-01-06 19:46:57,0.0019,4.268749
5346514,Plant,4,confused,,rosa,,pumpkin,,herbivore,,watermelon,,carrot,,2024-01-06 19:47:12,0.002391958233427269,5.37403648262338
7399097,Aquatic,3,chubby,,inkling,,anemone,,lam,,anemone,,post-fight,,2024-01-06 19:47:36,0.001465,3.29143015
11932205,Plant,0,cucumber-slice,,nimo,,sponge,,tiny-turtle,,oranda,,nimo,,2024-01-06 19:47:33,0.01,22.4671
6142581,Plant,0,little-peas,,clover,,pumpkin,,serious,,eggshell,,yam,,2024-01-06 19:47:24,0.00135,3.0330585
10603211,Plant,0,cucumber-slice,,lotus,,bidens,,zigzag,,cactus,,hot-butt,,2024-01-06 19:48:06,0.001543305716907686,3.458656142990308
11770398,Dawn,0,clear,,innocent-lamb,,pumpkin,,kotaro,,scaly-spoon,,cottontail,,2024-01-06 19:49:12,0.005,11.20535
9853309,Dusk,0,kotaro,,tiny-fan,,garish-worm,,cute-bunny,,incisor,,grass-snake,,2024-01-06 19:51:09,0.0027,6.050889
6094271,Plant,1,papi,,hollow,,pumpkin,,serious,,rose-bud,,carrot,,2024-01-06 19:51:06,0.001273,2.85288211
9407195,Dusk,2,mavis,,gill,,tri-spikes,,tiny-turtle,,incisor,,thorny-caterpillar,,2024-01-06 19:51:33,0.00142,3.1823194
11773318,Dawn,4,telescope,,innocent-lamb,,pumpkin,,confident,,teal-shell,,rice,,2024-01-06 19:52:03,0.0085,19.06822
10121718,Plant,2,topaz,,lotus,,pumpkin,,serious,,leaf-bug,,cattail,,2024-01-06 19:52:18,0.001505,3.3761966
4837669,Aquatic,4,sleepless,,inkling,,goldfish,,risky-fish,,trump,,nimo,,2024-01-06 19:52:12,0.0039,8.748948
6786544,Aquatic,0,clear,,bubblemaker,,goldfish,,herbivore,,oranda,,koi,,2024-01-06 19:52:30,0.001395074169725461,3.129597786428521
9239115,Plant,1,papi,,leafy,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 19:53:03,0.00131,2.9387492
1400184,Plant,4,papi,,hollow,,garish-worm,,serious,,cactus,,carrot,,2024-01-06 19:54:12,0.0016,3.589312
2653774,Plant,4,papi,,clover,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 19:54:21,0.00389,8.7265148
815809,Bird,4,mavis,,owl,,pigeon-post,,little-owl,,eggshell,,the-last-one,,2024-01-06 19:55:36,0.003608672048725721,8.103561779177506
10666449,Reptile,0,blossom,,friezard,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 19:57:30,0.0035,7.859565
8571718,Reptile,0,gecko,,pogona,,tri-spikes,,piranha,,oranda,,snake-jar,,2024-01-06 19:58:00,0.008,17.96472
5161905,Reptile,0,sleepless,,nimo,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 19:58:54,0.0019899,4.468499541
3375645,Plant,0,confused,,friezard,,pumpkin,,serious,,rose-bud,,twin-tail,,2024-01-06 19:58:51,0.00135,3.0315465
11932547,Bird,0,topaz,,belieber,,tri-feather,,confident,,wing-horn,,cottontail,,2024-01-06 19:59:24,0.0088,19.761192
1411175,Bird,4,little-owl,,owl,,raven,,little-owl,,eggshell,,the-last-one,,2024-01-06 19:59:36,0.00276226098113977,6.202905636637656
11367799,Plant,0,papi,,lotus,,bidens,,serious,,cactus,,hot-butt,,2024-01-06 19:59:48,0.00134,3.0090906
9553775,Aquatic,3,little-peas,,nimo,,anemone,,piranha,,anemone,,nimo,,2024-01-06 20:00:36,0.01,22.4554
3228841,Aquatic,4,scar,,inkling,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:00:30,0.0019,4.266526
11390141,Aquatic,5,clear,,owl,,balloon,,bubble-fish,Summer2022,watermelon,,feather-fan,,2024-01-06 20:00:57,0.008,17.97224
4531632,Plant,0,papi,,sakura,,garish-worm,,toothless-bite,,incisor,,gila,,2024-01-06 20:00:45,0.00134,3.0103502
11726235,Mech,0,kotaro,,puppy,,tri-feather,,risky-fish,,wing-horn,,granmas-fan,,2024-01-06 20:01:24,0.004,8.98612
11489675,Plant,5,cucumber-slice,,sakura,,watering-can,,silence-whisper,,eggshell,,hot-butt,,2024-01-06 20:01:24,0.002130464793402778,4.786153072323143
11586778,Bird,5,robin,,earwing,,tri-feather,,little-owl,,wing-horn,,granmas-fan,,2024-01-06 20:01:15,0.005,11.23265
11949377,Dusk,2,tricky,,belieber,,sandal,,catfish,,scaly-spear,,cottontail,,2024-01-06 20:01:48,0.006,13.47354
11232819,Bug,0,confused,,larva,,scarab,,tiny-turtle,,parasite,,fish-snack,,2024-01-06 20:02:12,0.0016,3.592944
7073754,Aquatic,5,clear,,beetle-spike,,ronin,,risky-fish,,watermelon,,koi,,2024-01-06 20:02:39,0.0019,4.266621
6029918,Reptile,3,sleepless,,pink-cheek,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 20:02:45,0.001379,3.09763391
1926833,Aquatic,2,telescope,,nimo,,goldfish,,risky-fish,,babylonia,,koi,,2024-01-06 20:03:15,0.0029,6.514241
11815323,Mech,4,gero,,gill,,sandal,,cute-bunny,,babylonia,,nut-cracker,,2024-01-06 20:03:42,0.0035,7.862015
6258619,Reptile,4,bookworm,,hollow,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 20:03:33,0.00248660495343333,5.585635840847755
10326815,Plant,2,papi,,rosa,,bidens,,zigzag,,cactus,,hot-butt,,2024-01-06 20:04:15,0.001775456918060052,3.989593731434382
6861576,Plant,3,papi,,clover,,pumpkin,,pincer,,cactus,,carrot,,2024-01-06 20:05:09,0.00356,8.00021
846356,Plant,3,papi,,clover,,balloon,,serious,,rose-bud,,rice,,2024-01-06 20:05:30,0.00103,2.3146675
11916788,Bird,2,kotaro,,earwing,,tri-feather,,kotaro,,wing-horn,,twin-tail,,2024-01-06 20:05:24,0.006700245370370371,15.05712640856482
11768372,Reptile,6,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,cottontail,,2024-01-06 20:06:45,0.0075,16.847175
11897767,Bird,4,kotaro,,innocent-lamb,,tri-feather,,kotaro,,wing-horn,,cottontail,,2024-01-06 20:06:39,0.024,53.91096
8603959,Aquatic,2,sleepless,,rosa,,goldfish,,goda,,teal-shell,,nimo,,2024-01-06 20:06:36,0.001614956595711247,3.627660851380217
11768387,Dawn,0,telescope,,innocent-lamb,,red-ear,,confident,,teal-shell,,rice,,2024-01-06 20:07:12,0.01,22.4629
11953792,Mech,4,robin,,curly,,furball,,toothless-bite,,arco,,twin-tail,,2024-01-06 20:07:09,0.012645146604938273,28.404666367206794
11043755,Bug,0,kotaro,,zen,,garish-worm,,pincer,,little-branch,,gravel-ant,,2024-01-06 20:08:03,0.001651335450950731,3.713044274817228
10903437,Dusk,1,clear,,gill,,bone-sail,,tiny-turtle,,wing-horn,,tadpole,,2024-01-06 20:08:36,0.0015,3.372765
5141776,Plant,3,papi,,leafy,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 20:09:21,0.0014,3.144624
590993,Aquatic,3,puppy,,inkling,,spiky-wing,,axie-kiss,,teal-shell,,ant,,2024-01-06 20:09:09,0.0027,6.064632
11952552,Bird,3,little-owl,,owl,,tri-feather,,little-owl,,feather-spear,,feather-fan,,2024-01-06 20:09:30,0.012,26.95392
11077964,Dusk,4,cucumber-slice,,clover,,scarab,,toothless-bite,,scaly-spear,,twin-tail,,2024-01-06 20:09:27,0.00231182954,5.1927390395664
11889632,Dawn,6,sleepless,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 20:09:51,0.013,29.20008
966275,Aquatic,2,telescope,,curly,,watering-can,,tiny-turtle,,teal-shell,,grass-snake,,2024-01-06 20:09:45,0.003,6.73848
